,Cell,Drug,label
7876,ACH-001190,11626560,-1
7877,ACH-001190,11625818,-1
7878,ACH-001190,11624601,1
7879,ACH-001190,11617559,-1
7880,ACH-001190,11609586,-1
7881,ACH-001190,11493598,-1
7882,ACH-001190,11485656,-1
7883,ACH-001190,11455910,-1
7884,ACH-001190,11433190,-1
7885,ACH-001190,11404337,-1
7886,ACH-001190,11373846,-1
7887,ACH-001190,11364421,-1
7888,ACH-001190,11338033,-1
7889,ACH-001190,11327430,-1
7890,ACH-001190,11316960,1
7891,ACH-001190,11282283,-1
7892,ACH-001190,11178236,-1
7893,ACH-001190,11152667,1
7894,ACH-001190,104842,-1
7895,ACH-001190,10461815,-1
7896,ACH-001190,10459196,-1
7897,ACH-001190,10451420,-1
7898,ACH-001190,10390396,-1
7899,ACH-001190,10384072,-1
7900,ACH-001190,10341154,-1
7901,ACH-001190,10302451,-1
7902,ACH-001190,10200390,-1
7903,ACH-001190,10196499,-1
7904,ACH-001190,10184653,-1
7905,ACH-001190,10172943,-1
7906,ACH-001190,10127622,1
7907,ACH-001190,10113978,-1
7908,ACH-001190,10109823,-1
7909,ACH-001190,10096043,-1
7910,ACH-001190,10077147,-1
7911,ACH-001190,10074640,-1
7912,ACH-001190,10027278,-1
7913,ACH-001151,9967941,-1
7914,ACH-001151,9956222,-1
7915,ACH-001151,9956119,-1
7916,ACH-001151,9952773,-1
7917,ACH-001151,9943465,1
7918,ACH-001151,9938202,-1
7919,ACH-001151,9931953,-1
7920,ACH-001151,9911830,-1
7921,ACH-001151,9910224,-1
7922,ACH-001151,9903786,-1
7923,ACH-001151,9884685,-1
7924,ACH-001151,9874913,-1
7925,ACH-001151,9868037,-1
7926,ACH-001151,9863776,1
7927,ACH-001151,9858940,-1
7928,ACH-001151,9826528,1
7929,ACH-001151,9813758,1
7930,ACH-001151,9810884,1
7931,ACH-001151,85668777,-1
7932,ACH-001151,84691,1
7933,ACH-001151,8249,-1
7934,ACH-001151,82146,-1
7935,ACH-001151,71271629,-1
7936,ACH-001151,704473,-1
7937,ACH-001151,6918848,-1
7938,ACH-001151,6918638,-1
7939,ACH-001151,6918454,1
7940,ACH-001151,6918289,-1
7941,ACH-001151,6914657,-1
7942,ACH-001151,6852167,-1
7943,ACH-001151,6753378,-1
7944,ACH-001151,6710780,-1
7945,ACH-001151,66577006,-1
7946,ACH-001151,65110,-1
7947,ACH-001151,6505803,-1
7948,ACH-001151,6450816,-1
7949,ACH-001151,6450551,-1
7950,ACH-001151,6445562,-1
7951,ACH-001151,6445533,1
7952,ACH-001151,637858,-1
7953,ACH-001151,6253,-1
7954,ACH-001151,60750,-1
7955,ACH-001151,5746,-1
7956,ACH-001151,57339144,-1
7957,ACH-001151,56965967,-1
7958,ACH-001151,56962337,-1
7959,ACH-001151,560326,-1
7960,ACH-001151,54685215,-1
7961,ACH-001151,54676905,-1
7962,ACH-001151,5460769,-1
7963,ACH-001151,5459322,-1
7964,ACH-001151,5394,-1
7965,ACH-001151,53394750,-1
7966,ACH-001151,53340664,-1
7967,ACH-001151,5330286,1
7968,ACH-001151,53302361,-1
7969,ACH-001151,5328940,-1
7970,ACH-001151,5327091,-1
7971,ACH-001151,5311497,-1
7972,ACH-001151,5311,-1
7973,ACH-001151,5289247,-1
7974,ACH-001151,5280757,-1
7975,ACH-001151,5278396,-1
7976,ACH-001151,521106,-1
7977,ACH-001151,5208,-1
7978,ACH-001151,51371303,-1
7979,ACH-001151,5113032,-1
7980,ACH-001151,49806720,-1
7981,ACH-001151,46943432,-1
7982,ACH-001151,46931012,-1
7983,ACH-001151,46930998,-1
7984,ACH-001151,46907787,-1
7985,ACH-001151,46885626,-1
7986,ACH-001151,46883536,-1
7987,ACH-001151,46224516,-1
7988,ACH-001151,46191454,-1
7989,ACH-001151,44819241,-1
7990,ACH-001151,448013,-1
7991,ACH-001151,447912,-1
7992,ACH-001151,446378,1
7993,ACH-001151,44632017,-1
7994,ACH-001151,44551660,-1
7995,ACH-001151,444795,-1
7996,ACH-001151,44462760,-1
7997,ACH-001151,44450571,-1
7998,ACH-001151,44224160,-1
7999,ACH-001151,44182295,1
8000,ACH-001151,44143370,-1
8001,ACH-001151,44137675,-1
8002,ACH-001151,42642645,-1
8003,ACH-001151,42640,-1
8004,ACH-001151,4263900,-1
8005,ACH-001151,3796,-1
8006,ACH-001151,36462,-1
8007,ACH-001151,3463933,-1
8008,ACH-001151,3385,-1
8009,ACH-001151,3218,-1
8010,ACH-001151,31703,-1
8011,ACH-001151,3005532,-1
8012,ACH-001151,300471,1
8013,ACH-001151,2733526,-1
8014,ACH-001151,2726824,-1
8015,ACH-001151,25262965,-1
8016,ACH-001151,25257557,-1
8017,ACH-001151,25222038,1
8018,ACH-001151,25195352,-1
8019,ACH-001151,25167777,-1
8020,ACH-001151,25126798,-1
8021,ACH-001151,25124816,-1
8022,ACH-001151,25102847,-1
8023,ACH-001151,25022668,-1
8024,ACH-001151,24978538,-1
8025,ACH-001151,24951314,-1
8026,ACH-001151,24894414,-1
8027,ACH-001151,24889392,-1
8028,ACH-001151,24826799,-1
8029,ACH-001151,24776445,-1
8030,ACH-001151,24772860,-1
8031,ACH-001151,24756910,-1
8032,ACH-001151,24180719,-1
8033,ACH-001151,2375,-1
8034,ACH-001151,23725625,-1
8035,ACH-001151,2314623,-1
8036,ACH-001151,216326,-1
8037,ACH-001151,17755052,-1
8038,ACH-001151,176167,-1
8039,ACH-001151,176158,-1
8040,ACH-001151,16747388,-1
8041,ACH-001151,16725726,-1
8042,ACH-001151,16722836,-1
8043,ACH-001151,16720766,-1
8044,ACH-001151,16095342,-1
8045,ACH-001151,159324,-1
8046,ACH-001151,156422,-1
8047,ACH-001151,148124,-1
8048,ACH-001151,1401,-1
8049,ACH-001151,126941,-1
8050,ACH-001151,126565,-1
8051,ACH-001151,123631,-1
8052,ACH-001151,11977753,-1
8053,ACH-001151,11960529,-1
8054,ACH-001151,11754511,-1
8055,ACH-001151,11713159,1
8056,ACH-001151,11707110,1
8057,ACH-001151,11667893,1
8058,ACH-001151,11647372,-1
8059,ACH-001151,11640390,-1
8060,ACH-001151,11634725,-1
8061,ACH-001151,11625818,-1
8062,ACH-001151,11624601,-1
8063,ACH-001151,11617559,-1
8064,ACH-001151,11609586,-1
8065,ACH-001151,11493598,-1
8066,ACH-001151,11485656,-1
8067,ACH-001151,11455910,-1
8068,ACH-001151,11433190,-1
8069,ACH-001151,11404337,-1
8070,ACH-001151,11373846,-1
8071,ACH-001151,11338033,-1
8072,ACH-001151,11327430,-1
8073,ACH-001151,11316960,1
8074,ACH-001151,11282283,-1
8075,ACH-001151,11178236,-1
8076,ACH-001151,11152667,-1
8077,ACH-001151,104842,-1
8078,ACH-001151,10459196,-1
8079,ACH-001151,10451420,-1
8080,ACH-001151,10390396,-1
8081,ACH-001151,10341154,-1
8082,ACH-001151,10200390,-1
8083,ACH-001151,10196499,-1
8084,ACH-001151,10184653,-1
8085,ACH-001151,10127622,1
8086,ACH-001151,10113978,-1
8087,ACH-001151,10109823,-1
8088,ACH-001151,10096043,-1
8089,ACH-001151,10077147,-1
8090,ACH-001151,10074640,-1
8091,ACH-001151,10027278,-1
8092,ACH-001106,9967941,-1
8093,ACH-001106,9956222,-1
8094,ACH-001106,9956119,-1
8095,ACH-001106,9952773,-1
8096,ACH-001106,9943465,-1
8097,ACH-001106,9938202,-1
8098,ACH-001106,9914412,1
8099,ACH-001106,9911830,1
8100,ACH-001106,9910224,1
8101,ACH-001106,9903786,1
8102,ACH-001106,9884685,-1
8103,ACH-001106,9874913,-1
8104,ACH-001106,9868037,1
8105,ACH-001106,9863776,-1
8106,ACH-001106,9858940,-1
8107,ACH-001106,9826528,-1
8108,ACH-001106,9826308,-1
8109,ACH-001106,9813758,-1
8110,ACH-001106,9810884,1
8111,ACH-001106,9549184,1
8112,ACH-001106,85668777,-1
8113,ACH-001106,84691,-1
8114,ACH-001106,8249,1
8115,ACH-001106,82146,-1
8116,ACH-001106,76044,-1
8117,ACH-001106,71271629,-1
8118,ACH-001106,704473,1
8119,ACH-001106,6918848,1
8120,ACH-001106,6918638,1
8121,ACH-001106,6918454,-1
8122,ACH-001106,6918289,1
8123,ACH-001106,6914657,-1
8124,ACH-001106,6852167,1
8125,ACH-001106,6753378,1
8126,ACH-001106,6710780,-1
8127,ACH-001106,66577006,-1
8128,ACH-001106,65110,1
8129,ACH-001106,6505803,-1
8130,ACH-001106,6450816,-1
8131,ACH-001106,6450551,-1
8132,ACH-001106,6445562,1
8133,ACH-001106,6445533,-1
8134,ACH-001106,644241,-1
8135,ACH-001106,644215,-1
8136,ACH-001106,637858,1
8137,ACH-001106,6253,-1
8138,ACH-001106,60750,-1
8139,ACH-001106,5746,-1
8140,ACH-001106,57339144,1
8141,ACH-001106,56965967,1
8142,ACH-001106,56962337,-1
8143,ACH-001106,560326,-1
8144,ACH-001106,5494449,1
8145,ACH-001106,54685215,-1
8146,ACH-001106,54676905,-1
8147,ACH-001106,5460769,-1
8148,ACH-001106,5459322,-1
8149,ACH-001106,5394,-1
8150,ACH-001106,5384616,1
8151,ACH-001106,53394750,1
8152,ACH-001106,53340664,-1
8153,ACH-001106,5330286,-1
8154,ACH-001106,53302361,-1
8155,ACH-001106,5329102,-1
8156,ACH-001106,5328940,-1
8157,ACH-001106,5311510,-1
8158,ACH-001106,5311497,-1
8159,ACH-001106,5311,-1
8160,ACH-001106,5291,-1
8161,ACH-001106,5289247,-1
8162,ACH-001106,5280757,1
8163,ACH-001106,5278396,-1
8164,ACH-001106,521106,1
8165,ACH-001106,5208,-1
8166,ACH-001106,5113032,1
8167,ACH-001106,49836027,-1
8168,ACH-001106,49821040,1
8169,ACH-001106,49806720,-1
8170,ACH-001106,46943432,1
8171,ACH-001106,46931012,1
8172,ACH-001106,46930998,-1
8173,ACH-001106,46907787,-1
8174,ACH-001106,46885626,1
8175,ACH-001106,46883536,1
8176,ACH-001106,46224516,-1
8177,ACH-001106,46191454,1
8178,ACH-001106,44819241,1
8179,ACH-001106,448013,-1
8180,ACH-001106,447912,1
8181,ACH-001106,446378,-1
8182,ACH-001106,44632017,-1
8183,ACH-001106,44551660,1
8184,ACH-001106,444795,-1
8185,ACH-001106,44462760,-1
8186,ACH-001106,44450571,-1
8187,ACH-001106,44224160,-1
8188,ACH-001106,44182295,-1
8189,ACH-001106,44143370,1
8190,ACH-001106,44137675,-1
8191,ACH-001106,42642645,-1
8192,ACH-001106,42640,-1
8193,ACH-001106,4263900,-1
8194,ACH-001106,4261,-1
8195,ACH-001106,387447,-1
8196,ACH-001106,3796,-1
8197,ACH-001106,36462,-1
8198,ACH-001106,36314,-1
8199,ACH-001106,3463933,-1
8200,ACH-001106,3385,1
8201,ACH-001106,3218,-1
8202,ACH-001106,31703,-1
8203,ACH-001106,3062316,-1
8204,ACH-001106,3005532,-1
8205,ACH-001106,300471,-1
8206,ACH-001106,2733526,-1
8207,ACH-001106,2726824,-1
8208,ACH-001106,25262965,-1
8209,ACH-001106,25257557,1
8210,ACH-001106,25222038,-1
8211,ACH-001106,25195352,-1
8212,ACH-001106,25167777,-1
8213,ACH-001106,25126798,-1
8214,ACH-001106,25124816,-1
8215,ACH-001106,25102847,1
8216,ACH-001106,25022668,-1
8217,ACH-001106,24978538,1
8218,ACH-001106,24951314,1
8219,ACH-001106,24894414,1
8220,ACH-001106,24889392,1
8221,ACH-001106,24826799,-1
8222,ACH-001106,24825971,-1
8223,ACH-001106,24785538,-1
8224,ACH-001106,24776445,-1
8225,ACH-001106,24772860,-1
8226,ACH-001106,24756910,1
8227,ACH-001106,24180719,-1
8228,ACH-001106,2375,-1
8229,ACH-001106,23725625,1
8230,ACH-001106,2314623,-1
8231,ACH-001106,216326,-1
8232,ACH-001106,208908,-1
8233,ACH-001106,20635522,-1
8234,ACH-001106,17755052,-1
8235,ACH-001106,176870,-1
8236,ACH-001106,176167,-1
8237,ACH-001106,176158,-1
8238,ACH-001106,16760646,-1
8239,ACH-001106,16747388,1
8240,ACH-001106,16725726,1
8241,ACH-001106,16722836,1
8242,ACH-001106,16720766,-1
8243,ACH-001106,16663089,1
8244,ACH-001106,16095342,-1
8245,ACH-001106,16038120,-1
8246,ACH-001106,160355,-1
8247,ACH-001106,159324,-1
8248,ACH-001106,148124,-1
8249,ACH-001106,1401,-1
8250,ACH-001106,126941,1
8251,ACH-001106,126565,-1
8252,ACH-001106,123631,-1
8253,ACH-001106,11977753,-1
8254,ACH-001106,11960529,-1
8255,ACH-001106,11844351,-1
8256,ACH-001106,11754511,1
8257,ACH-001106,11713159,-1
8258,ACH-001106,11707110,-1
8259,ACH-001106,11676786,-1
8260,ACH-001106,11667893,-1
8261,ACH-001106,11647372,-1
8262,ACH-001106,11640390,-1
8263,ACH-001106,11634725,-1
8264,ACH-001106,11626560,-1
8265,ACH-001106,11625818,-1
8266,ACH-001106,11624601,-1
8267,ACH-001106,11617559,-1
8268,ACH-001106,11493598,1
8269,ACH-001106,11485656,1
8270,ACH-001106,11433190,1
8271,ACH-001106,11404337,1
8272,ACH-001106,11373846,-1
8273,ACH-001106,11364421,-1
8274,ACH-001106,11338033,-1
8275,ACH-001106,11327430,-1
8276,ACH-001106,11316960,1
8277,ACH-001106,11282283,-1
8278,ACH-001106,11178236,-1
8279,ACH-001106,11152667,-1
8280,ACH-001106,104842,-1
8281,ACH-001106,10461815,-1
8282,ACH-001106,10459196,-1
8283,ACH-001106,10451420,1
8284,ACH-001106,10390396,-1
8285,ACH-001106,10384072,-1
8286,ACH-001106,10341154,-1
8287,ACH-001106,10302451,-1
8288,ACH-001106,10200390,1
8289,ACH-001106,10196499,-1
8290,ACH-001106,10184653,-1
8291,ACH-001106,10172943,-1
8292,ACH-001106,10127622,-1
8293,ACH-001106,10113978,-1
8294,ACH-001106,10109823,-1
8295,ACH-001106,10096043,-1
8296,ACH-001106,10077147,-1
8297,ACH-001106,10074640,1
8298,ACH-001106,10027278,-1
8299,ACH-001016,9967941,-1
8300,ACH-001016,9956222,-1
8301,ACH-001016,9956119,-1
8302,ACH-001016,9952773,-1
8303,ACH-001016,9943465,-1
8304,ACH-001016,9938202,-1
8305,ACH-001016,9931953,-1
8306,ACH-001016,9914412,-1
8307,ACH-001016,9911830,-1
8308,ACH-001016,9910224,-1
8309,ACH-001016,9907093,1
8310,ACH-001016,9903786,-1
8311,ACH-001016,9884685,-1
8312,ACH-001016,9874913,-1
8313,ACH-001016,9868037,-1
8314,ACH-001016,9863776,-1
8315,ACH-001016,9858940,-1
8316,ACH-001016,9826528,-1
8317,ACH-001016,9826308,-1
8318,ACH-001016,9813758,-1
8319,ACH-001016,9810884,-1
8320,ACH-001016,9549184,1
8321,ACH-001016,85668777,-1
8322,ACH-001016,84691,-1
8323,ACH-001016,8249,-1
8324,ACH-001016,82146,-1
8325,ACH-001016,76044,-1
8326,ACH-001016,7251185,-1
8327,ACH-001016,71271629,-1
8328,ACH-001016,704473,-1
8329,ACH-001016,6918848,-1
8330,ACH-001016,6918454,-1
8331,ACH-001016,6918289,-1
8332,ACH-001016,6914657,-1
8333,ACH-001016,6852167,-1
8334,ACH-001016,6753378,-1
8335,ACH-001016,6710780,1
8336,ACH-001016,66577006,-1
8337,ACH-001016,65110,-1
8338,ACH-001016,6505803,-1
8339,ACH-001016,6450816,-1
8340,ACH-001016,6450551,-1
8341,ACH-001016,6445562,-1
8342,ACH-001016,6445533,-1
8343,ACH-001016,644241,-1
8344,ACH-001016,644215,-1
8345,ACH-001016,637858,1
8346,ACH-001016,6253,-1
8347,ACH-001016,60750,-1
8348,ACH-001016,5746,-1
8349,ACH-001016,57339144,-1
8350,ACH-001016,5717801,1
8351,ACH-001016,56965967,-1
8352,ACH-001016,56962337,-1
8353,ACH-001016,560326,-1
8354,ACH-001016,5494449,-1
8355,ACH-001016,54685215,-1
8356,ACH-001016,54676905,-1
8357,ACH-001016,5460769,-1
8358,ACH-001016,5459322,-1
8359,ACH-001016,5394,-1
8360,ACH-001016,5384616,1
8361,ACH-001016,53394750,-1
8362,ACH-001016,53340664,-1
8363,ACH-001016,5330286,-1
8364,ACH-001016,53302361,1
8365,ACH-001016,5329102,-1
8366,ACH-001016,5328940,-1
8367,ACH-001016,5327091,-1
8368,ACH-001016,5311510,-1
8369,ACH-001016,5311497,-1
8370,ACH-001016,5311,-1
8371,ACH-001016,5291,-1
8372,ACH-001016,5289247,-1
8373,ACH-001016,5280757,-1
8374,ACH-001016,5278396,-1
8375,ACH-001016,521106,-1
8376,ACH-001016,5208,-1
8377,ACH-001016,5113032,-1
8378,ACH-001016,4993,-1
8379,ACH-001016,49836027,-1
8380,ACH-001016,49821040,-1
8381,ACH-001016,49806720,-1
8382,ACH-001016,46943432,-1
8383,ACH-001016,46931012,-1
8384,ACH-001016,46930998,-1
8385,ACH-001016,46907787,-1
8386,ACH-001016,46885626,-1
8387,ACH-001016,46883536,-1
8388,ACH-001016,46844147,-1
8389,ACH-001016,46843772,-1
8390,ACH-001016,462382,-1
8391,ACH-001016,46224516,-1
8392,ACH-001016,46191454,-1
8393,ACH-001016,44819241,1
8394,ACH-001016,448013,-1
8395,ACH-001016,447912,-1
8396,ACH-001016,446378,-1
8397,ACH-001016,44632017,1
8398,ACH-001016,44551660,-1
8399,ACH-001016,444795,-1
8400,ACH-001016,44462760,-1
8401,ACH-001016,44450571,-1
8402,ACH-001016,44224160,-1
8403,ACH-001016,44182295,-1
8404,ACH-001016,44143370,-1
8405,ACH-001016,44137675,1
8406,ACH-001016,42642645,-1
8407,ACH-001016,42640,-1
8408,ACH-001016,4263900,-1
8409,ACH-001016,4261,-1
8410,ACH-001016,387447,-1
8411,ACH-001016,3796,-1
8412,ACH-001016,36462,-1
8413,ACH-001016,36314,-1
8414,ACH-001016,3463933,-1
8415,ACH-001016,3385,-1
8416,ACH-001016,3218,-1
8417,ACH-001016,31703,-1
8418,ACH-001016,3062316,1
8419,ACH-001016,3005532,-1
8420,ACH-001016,300471,-1
8421,ACH-001016,2733526,-1
8422,ACH-001016,2726824,-1
8423,ACH-001016,25262965,-1
8424,ACH-001016,25257557,-1
8425,ACH-001016,25222038,-1
8426,ACH-001016,25195352,-1
8427,ACH-001016,25167777,-1
8428,ACH-001016,25126798,-1
8429,ACH-001016,25124816,-1
8430,ACH-001016,25102847,-1
8431,ACH-001016,25022668,-1
8432,ACH-001016,24978538,-1
8433,ACH-001016,24951314,-1
8434,ACH-001016,24894414,-1
8435,ACH-001016,24889392,-1
8436,ACH-001016,24826799,-1
8437,ACH-001016,24825971,-1
8438,ACH-001016,24785538,-1
8439,ACH-001016,24776445,-1
8440,ACH-001016,24756910,-1
8441,ACH-001016,24180719,-1
8442,ACH-001016,2375,-1
8443,ACH-001016,23725625,-1
8444,ACH-001016,2314623,1
8445,ACH-001016,216326,-1
8446,ACH-001016,216239,-1
8447,ACH-001016,208908,-1
8448,ACH-001016,20635522,-1
8449,ACH-001016,17755052,-1
8450,ACH-001016,176870,1
8451,ACH-001016,176167,-1
8452,ACH-001016,176158,-1
8453,ACH-001016,16760646,-1
8454,ACH-001016,16747388,-1
8455,ACH-001016,16725726,1
8456,ACH-001016,16722836,-1
8457,ACH-001016,16720766,-1
8458,ACH-001016,16663089,-1
8459,ACH-001016,16095342,-1
8460,ACH-001016,16038120,-1
8461,ACH-001016,160355,1
8462,ACH-001016,159324,-1
8463,ACH-001016,156422,-1
8464,ACH-001016,148124,-1
8465,ACH-001016,1401,-1
8466,ACH-001016,126941,-1
8467,ACH-001016,126565,-1
8468,ACH-001016,123631,-1
8469,ACH-001016,11977753,-1
8470,ACH-001016,11960529,-1
8471,ACH-001016,11844351,1
8472,ACH-001016,11754511,-1
8473,ACH-001016,11713159,-1
8474,ACH-001016,11707110,1
8475,ACH-001016,11676786,-1
8476,ACH-001016,11667893,-1
8477,ACH-001016,11647372,-1
8478,ACH-001016,11640390,-1
8479,ACH-001016,11634725,-1
8480,ACH-001016,11626927,-1
8481,ACH-001016,11626560,1
8482,ACH-001016,11625818,-1
8483,ACH-001016,11624601,-1
8484,ACH-001016,11617559,-1
8485,ACH-001016,11609586,-1
8486,ACH-001016,11493598,-1
8487,ACH-001016,11485656,-1
8488,ACH-001016,11455910,-1
8489,ACH-001016,11433190,-1
8490,ACH-001016,11404337,-1
8491,ACH-001016,11373846,-1
8492,ACH-001016,11364421,-1
8493,ACH-001016,11338033,-1
8494,ACH-001016,11327430,-1
8495,ACH-001016,11316960,-1
8496,ACH-001016,11282283,-1
8497,ACH-001016,11178236,-1
8498,ACH-001016,11152667,-1
8499,ACH-001016,104842,-1
8500,ACH-001016,10461815,1
8501,ACH-001016,10459196,1
8502,ACH-001016,10451420,-1
8503,ACH-001016,10390396,-1
8504,ACH-001016,10384072,-1
8505,ACH-001016,10341154,-1
8506,ACH-001016,10302451,-1
8507,ACH-001016,10200390,-1
8508,ACH-001016,10196499,-1
8509,ACH-001016,10184653,-1
8510,ACH-001016,10172943,-1
8511,ACH-001016,10127622,1
8512,ACH-001016,10113978,-1
8513,ACH-001016,10109823,-1
8514,ACH-001016,10096043,-1
8515,ACH-001016,10077147,-1
8516,ACH-001016,10074640,-1
8517,ACH-001016,10027278,-1
8518,ACH-000999,9967941,-1
8519,ACH-000999,9956222,-1
8520,ACH-000999,9956119,-1
8521,ACH-000999,9952773,-1
8522,ACH-000999,9911830,-1
8523,ACH-000999,9910224,-1
8524,ACH-000999,9903786,-1
8525,ACH-000999,9884685,-1
8526,ACH-000999,9874913,-1
8527,ACH-000999,9868037,-1
8528,ACH-000999,9863776,-1
8529,ACH-000999,9858940,-1
8530,ACH-000999,9813758,-1
8531,ACH-000999,9810884,1
8532,ACH-000999,85668777,-1
8533,ACH-000999,8249,-1
8534,ACH-000999,71271629,-1
8535,ACH-000999,704473,-1
8536,ACH-000999,6918848,-1
8537,ACH-000999,6918638,-1
8538,ACH-000999,6914657,-1
8539,ACH-000999,6852167,-1
8540,ACH-000999,66577006,-1
8541,ACH-000999,6450816,-1
8542,ACH-000999,6445562,1
8543,ACH-000999,637858,-1
8544,ACH-000999,57339144,-1
8545,ACH-000999,56965967,-1
8546,ACH-000999,56962337,-1
8547,ACH-000999,54685215,-1
8548,ACH-000999,5460769,-1
8549,ACH-000999,5394,-1
8550,ACH-000999,53394750,-1
8551,ACH-000999,53340664,-1
8552,ACH-000999,5289247,-1
8553,ACH-000999,5113032,-1
8554,ACH-000999,49806720,-1
8555,ACH-000999,46943432,-1
8556,ACH-000999,46931012,-1
8557,ACH-000999,46907787,-1
8558,ACH-000999,46885626,1
8559,ACH-000999,46883536,-1
8560,ACH-000999,46224516,-1
8561,ACH-000999,46191454,-1
8562,ACH-000999,44819241,-1
8563,ACH-000999,447912,-1
8564,ACH-000999,44632017,-1
8565,ACH-000999,44551660,-1
8566,ACH-000999,44462760,-1
8567,ACH-000999,44224160,-1
8568,ACH-000999,44182295,-1
8569,ACH-000999,44143370,-1
8570,ACH-000999,42642645,-1
8571,ACH-000999,42640,-1
8572,ACH-000999,3796,1
8573,ACH-000999,3385,-1
8574,ACH-000999,2733526,-1
8575,ACH-000999,2726824,-1
8576,ACH-000999,25257557,1
8577,ACH-000999,25195352,-1
8578,ACH-000999,25167777,-1
8579,ACH-000999,25126798,-1
8580,ACH-000999,25102847,-1
8581,ACH-000999,24951314,-1
8582,ACH-000999,24894414,-1
8583,ACH-000999,24889392,-1
8584,ACH-000999,24772860,-1
8585,ACH-000999,24756910,-1
8586,ACH-000999,24180719,-1
8587,ACH-000999,2375,-1
8588,ACH-000999,23725625,-1
8589,ACH-000999,17755052,-1
8590,ACH-000999,176167,1
8591,ACH-000999,16747388,-1
8592,ACH-000999,16725726,1
8593,ACH-000999,16722836,-1
8594,ACH-000999,16720766,-1
8595,ACH-000999,16095342,-1
8596,ACH-000999,11754511,-1
8597,ACH-000999,11707110,-1
8598,ACH-000999,11647372,-1
8599,ACH-000999,11634725,-1
8600,ACH-000999,11625818,-1
8601,ACH-000999,11617559,-1
8602,ACH-000999,11493598,1
8603,ACH-000999,11485656,-1
8604,ACH-000999,11373846,-1
8605,ACH-000999,11338033,1
8606,ACH-000999,11282283,-1
8607,ACH-000999,11178236,-1
8608,ACH-000999,104842,-1
8609,ACH-000999,10451420,1
8610,ACH-000999,10390396,-1
8611,ACH-000999,10196499,-1
8612,ACH-000999,10184653,-1
8613,ACH-000999,10127622,-1
8614,ACH-000999,10074640,-1
8615,ACH-000998,9967941,-1
8616,ACH-000998,9956222,-1
8617,ACH-000998,9956119,-1
8618,ACH-000998,9952773,-1
8619,ACH-000998,9943465,-1
8620,ACH-000998,9938202,-1
8621,ACH-000998,9931953,-1
8622,ACH-000998,9914412,-1
8623,ACH-000998,9911830,-1
8624,ACH-000998,9910224,-1
8625,ACH-000998,9907093,-1
8626,ACH-000998,9903786,-1
8627,ACH-000998,9884685,-1
8628,ACH-000998,9874913,-1
8629,ACH-000998,9868037,-1
8630,ACH-000998,9863776,-1
8631,ACH-000998,9858940,-1
8632,ACH-000998,9826528,-1
8633,ACH-000998,9826308,-1
8634,ACH-000998,9813758,-1
8635,ACH-000998,9810884,-1
8636,ACH-000998,9549184,-1
8637,ACH-000998,85668777,-1
8638,ACH-000998,84691,-1
8639,ACH-000998,8249,1
8640,ACH-000998,82146,-1
8641,ACH-000998,76044,-1
8642,ACH-000998,7251185,-1
8643,ACH-000998,71271629,-1
8644,ACH-000998,704473,-1
8645,ACH-000998,6918848,-1
8646,ACH-000998,6918638,-1
8647,ACH-000998,6918454,-1
8648,ACH-000998,6918289,-1
8649,ACH-000998,6914657,-1
8650,ACH-000998,6852167,-1
8651,ACH-000998,6753378,-1
8652,ACH-000998,6710780,-1
8653,ACH-000998,66577006,-1
8654,ACH-000998,65110,-1
8655,ACH-000998,6505803,-1
8656,ACH-000998,6450816,-1
8657,ACH-000998,6450551,-1
8658,ACH-000998,6445562,-1
8659,ACH-000998,6445533,-1
8660,ACH-000998,644241,-1
8661,ACH-000998,644215,-1
8662,ACH-000998,637858,-1
8663,ACH-000998,6253,-1
8664,ACH-000998,60750,-1
8665,ACH-000998,5746,-1
8666,ACH-000998,57339144,-1
8667,ACH-000998,5717801,-1
8668,ACH-000998,56965967,-1
8669,ACH-000998,56962337,-1
8670,ACH-000998,560326,-1
8671,ACH-000998,5494449,-1
8672,ACH-000998,54685215,-1
8673,ACH-000998,54676905,-1
8674,ACH-000998,5460769,-1
8675,ACH-000998,5459322,-1
8676,ACH-000998,5394,-1
8677,ACH-000998,5384616,-1
8678,ACH-000998,53394750,-1
8679,ACH-000998,53340664,-1
8680,ACH-000998,5330286,-1
8681,ACH-000998,53302361,-1
8682,ACH-000998,5329102,-1
8683,ACH-000998,5328940,-1
8684,ACH-000998,5327091,-1
8685,ACH-000998,5311510,-1
8686,ACH-000998,5311497,-1
8687,ACH-000998,5311,-1
8688,ACH-000998,5291,-1
8689,ACH-000998,5289247,-1
8690,ACH-000998,5280757,-1
8691,ACH-000998,5278396,-1
8692,ACH-000998,521106,-1
8693,ACH-000998,5208,-1
8694,ACH-000998,51371303,-1
8695,ACH-000998,5113032,-1
8696,ACH-000998,4993,-1
8697,ACH-000998,49836027,-1
8698,ACH-000998,49821040,-1
8699,ACH-000998,49806720,-1
8700,ACH-000998,46943432,-1
8701,ACH-000998,46931012,-1
8702,ACH-000998,46930998,-1
8703,ACH-000998,46907787,-1
8704,ACH-000998,46885626,-1
8705,ACH-000998,46883536,-1
8706,ACH-000998,46844147,-1
8707,ACH-000998,46843772,-1
8708,ACH-000998,462382,-1
8709,ACH-000998,46224516,-1
8710,ACH-000998,46191454,-1
8711,ACH-000998,44819241,-1
8712,ACH-000998,448013,-1
8713,ACH-000998,447912,-1
8714,ACH-000998,446378,-1
