,Cell,Drug,label
15413,316,33,0
15414,768,33,1
15415,520,33,0
15416,224,33,0
15417,330,33,1
15418,651,33,0
15419,631,33,0
15420,495,33,0
15421,734,33,0
15422,273,33,0
15423,638,33,0
15424,494,33,0
15425,442,33,0
15426,519,33,0
15427,667,33,0
15428,641,33,0
15429,666,33,0
15430,752,33,0
15431,771,33,0
15432,246,33,1
15433,518,33,0
15434,517,33,0
15435,223,33,0
15436,392,33,0
15437,591,33,0
15438,751,33,0
15439,262,33,1
15440,540,33,0
15441,570,33,1
15442,656,33,0
15443,291,33,0
15444,516,33,0
15445,594,33,0
15446,624,33,0
15447,402,33,0
15448,784,33,0
15449,484,33,0
15450,441,33,0
15451,356,33,0
15452,569,33,0
15453,763,33,0
15454,733,33,1
15455,693,33,0
15456,286,33,0
15457,241,33,0
15458,568,33,0
15459,401,33,1
15460,738,33,0
15461,696,33,0
15462,779,33,0
15463,440,33,0
15464,315,33,0
15465,714,33,0
15466,703,33,0
15467,723,33,0
15468,290,33,0
15469,515,33,0
15470,240,33,0
15471,650,33,0
15472,293,33,0
15473,553,33,0
15474,655,33,0
15475,688,33,0
15476,773,33,0
15477,748,33,0
15478,722,33,0
15479,646,33,0
15480,548,33,0
15481,454,33,1
15482,355,33,0
15483,329,33,0
15484,687,33,0
15485,788,33,1
15486,556,33,0
15487,314,33,0
15488,770,33,1
15489,391,33,0
15490,448,33,1
15491,742,33,0
15492,514,33,0
15493,342,33,1
15494,222,33,0
15495,682,33,0
15496,750,33,0
15497,567,33,0
15498,504,33,0
15499,310,33,0
15500,767,33,0
15501,232,33,0
15502,699,33,0
15503,698,33,0
15504,321,33,0
15505,778,33,0
15506,470,33,1
15507,747,33,0
15508,320,33,1
15509,674,33,0
15510,221,33,0
15511,300,33,1
15512,245,33,0
15513,309,33,0
15514,261,33,1
15515,732,33,0
15516,777,33,0
15517,754,33,0
15518,299,33,0
15519,487,33,0
15520,622,33,0
15521,400,33,0
15522,428,33,0
15523,649,33,0
15524,260,33,0
15525,547,33,0
15526,382,33,0
15527,539,33,0
15528,669,33,0
15529,776,33,0
15530,775,33,0
15531,354,33,0
15532,239,34,0
15533,726,34,0
15534,677,34,0
15535,513,34,1
15536,231,34,0
15537,257,34,0
15538,230,34,0
15539,285,34,0
15540,284,34,1
15541,377,34,0
15542,432,34,1
15543,308,34,1
15544,388,34,0
15545,783,34,0
15546,450,34,0
15547,252,34,0
15548,436,34,0
15549,353,34,0
15550,555,34,1
15551,323,34,0
15552,347,34,0
15553,730,34,0
15554,431,34,0
15555,346,34,0
15556,297,34,0
15557,269,34,0
15558,458,34,0
15559,295,34,0
15560,478,34,0
15561,410,34,0
15562,551,34,0
15563,430,34,0
15564,251,34,0
15565,694,34,0
15566,628,34,0
15567,731,34,1
15568,565,34,0
15569,249,34,0
15570,697,34,0
15571,228,34,0
15572,705,34,0
15573,313,34,0
15574,394,34,0
15575,586,34,0
15576,745,34,1
15577,566,34,0
15578,785,34,0
15579,560,34,0
15580,636,34,0
15581,465,34,0
15582,248,34,0
15583,757,34,0
15584,253,34,0
15585,531,34,0
15586,626,34,1
15587,665,34,0
15588,616,34,0
15589,550,34,0
15590,746,34,0
15591,434,34,1
15592,244,34,0
15593,709,34,0
15594,247,34,0
15595,704,34,1
15596,610,34,0
15597,455,34,0
15598,501,34,1
15599,530,34,0
15600,446,34,0
15601,645,34,0
15602,452,34,0
15603,672,34,0
15604,559,34,0
15605,344,34,1
15606,305,34,1
15607,359,34,1
15608,729,34,1
15609,265,34,1
15610,561,34,1
15611,590,34,0
15612,558,34,0
15613,427,34,0
15614,537,34,0
15615,578,34,0
15616,695,34,0
15617,445,34,0
15618,735,34,0
15619,390,34,0
15620,676,34,0
15621,264,34,0
15622,423,34,0
15623,764,34,0
15624,404,34,0
15625,664,34,0
15626,488,34,0
15627,435,34,0
15628,369,34,0
15629,303,34,0
15630,255,34,0
15631,368,34,1
15632,444,34,0
15633,782,34,0
15634,242,34,0
15635,322,34,0
15636,652,34,0
15637,749,34,0
15638,312,34,0
15639,608,34,0
15640,761,34,0
15641,769,34,0
15642,443,34,0
15643,681,34,0
15644,574,34,0
15645,226,34,0
15646,625,34,0
15647,787,34,0
15648,708,34,0
15649,225,34,0
15650,287,34,1
15651,461,34,0
15652,236,34,0
15653,238,34,0
15654,781,34,0
15655,728,34,0
15656,522,34,0
15657,675,34,1
15658,595,34,0
15659,760,34,0
15660,700,34,0
15661,357,34,0
15662,671,34,0
15663,521,34,1
15664,479,34,0
15665,653,34,0
15666,316,34,0
15667,768,34,0
15668,224,34,0
15669,330,34,0
15670,651,34,0
15671,631,34,0
15672,495,34,0
15673,273,34,0
15674,246,34,1
15675,517,34,1
15676,223,34,0
15677,624,34,0
15678,484,34,0
15679,441,34,1
15680,763,34,0
15681,693,34,0
15682,779,34,0
15683,440,34,1
15684,703,34,1
15685,293,34,1
15686,748,34,0
15687,329,34,0
15688,788,34,0
15689,556,34,0
15690,391,34,0
15691,448,34,0
15692,342,34,1
15693,310,34,0
15694,767,34,0
15695,232,34,0
15696,699,34,1
15697,698,34,0
15698,321,34,1
15699,778,34,0
15700,470,34,1
15701,320,34,1
15702,221,34,0
15703,245,34,0
15704,777,34,0
15705,622,34,1
15706,260,34,0
15707,382,34,0
15708,669,34,0
15709,776,34,0
15710,775,34,0
15711,239,35,0
15712,536,35,0
15713,413,35,0
15714,726,35,0
15715,677,35,0
15716,513,35,0
15717,231,35,0
15718,535,35,0
15719,259,35,0
15720,257,35,0
15721,237,35,0
15722,289,35,0
15723,230,35,0
15724,395,35,0
15725,630,35,0
15726,235,35,0
15727,280,35,0
15728,285,35,0
15729,399,35,0
15730,725,35,0
15731,772,35,0
15732,234,35,0
15733,589,35,0
15734,759,35,0
15735,753,35,0
15736,229,35,0
15737,256,35,0
15738,389,35,0
15739,279,35,0
15740,493,35,0
15741,758,35,0
15742,707,35,0
15743,298,35,0
15744,292,35,0
15745,233,35,0
15746,284,35,0
15747,377,35,0
15748,686,35,1
15749,432,35,0
15750,308,35,0
15751,388,35,0
15752,387,35,0
15753,429,35,0
15754,538,35,0
15755,496,35,0
15756,421,35,0
15757,783,35,0
15758,450,35,1
15759,252,35,0
15760,283,35,0
15761,436,35,0
15762,278,35,0
15763,367,35,0
15764,258,35,0
15765,419,35,0
15766,353,35,0
15767,376,35,0
15768,274,35,0
15769,323,35,0
15770,340,35,0
15771,386,35,0
15772,339,35,0
15773,347,35,0
15774,554,35,0
15775,324,35,0
15776,385,35,0
15777,352,35,0
15778,254,35,0
15779,730,35,0
15780,338,35,0
15781,270,35,0
15782,397,35,0
15783,431,35,1
15784,346,35,0
15785,654,35,0
15786,297,35,0
15787,468,35,0
15788,269,35,0
15789,411,35,0
15790,458,35,0
15791,712,35,0
15792,381,35,1
15793,473,35,0
15794,296,35,0
15795,482,35,0
15796,467,35,0
15797,295,35,0
15798,476,35,0
15799,640,35,0
15800,478,35,0
15801,410,35,0
15802,277,35,0
15803,551,35,0
15804,718,35,0
15805,534,35,0
15806,685,35,0
15807,717,35,0
15808,621,35,0
15809,398,35,0
15810,765,35,0
15811,673,35,0
15812,375,35,0
15813,418,35,0
15814,409,35,0
15815,337,35,0
15816,457,35,0
15817,620,35,0
15818,430,35,1
15819,453,35,0
15820,426,35,0
15821,365,35,0
15822,615,35,0
15823,251,35,0
15824,533,35,0
15825,307,35,0
15826,619,35,0
15827,614,35,0
15828,492,35,1
15829,364,35,0
15830,613,35,0
15831,268,35,0
15832,756,35,0
15833,593,35,0
15834,741,35,0
15835,545,35,1
15836,618,35,0
15837,564,35,0
15838,509,35,0
15839,694,35,0
15840,294,35,0
15841,670,35,0
15842,306,35,0
15843,588,35,0
15844,612,35,0
15845,563,35,0
15846,544,35,0
15847,628,35,0
15848,532,35,0
15849,678,35,0
15850,731,35,0
15851,565,35,0
15852,249,35,0
15853,363,35,0
15854,598,35,0
15855,697,35,0
15856,374,35,1
15857,228,35,0
15858,705,35,0
15859,597,35,0
15860,313,35,0
15861,637,35,0
15862,587,35,0
15863,394,35,0
15864,710,35,1
15865,373,35,0
15866,586,35,0
15867,745,35,0
15868,617,35,0
15869,477,35,0
15870,503,35,0
15871,276,35,0
15872,566,35,0
15873,713,35,1
15874,785,35,0
15875,336,35,0
15876,585,35,0
15877,560,35,0
15878,636,35,0
15879,456,35,0
15880,414,35,0
15881,584,35,0
15882,465,35,0
15883,248,35,0
15884,702,35,0
15885,757,35,0
15886,253,35,1
15887,227,35,0
15888,531,35,0
15889,408,35,0
15890,626,35,1
15891,472,35,0
15892,665,35,0
15893,616,35,0
15894,727,35,0
15895,550,35,0
15896,746,35,0
15897,464,35,0
15898,611,35,0
15899,434,35,0
15900,583,35,0
15901,362,35,0
15902,668,35,0
15903,483,35,1
15904,491,35,0
15905,244,35,0
15906,361,35,0
15907,709,35,0
15908,247,35,0
15909,648,35,0
15910,680,35,0
15911,704,35,0
15912,407,35,0
15913,610,35,0
15914,562,35,0
15915,455,35,0
15916,629,35,0
15917,711,35,0
15918,351,35,0
15919,500,35,0
15920,350,35,0
15921,684,35,0
15922,267,35,0
15923,508,35,0
15924,599,35,0
15925,582,35,0
15926,501,35,0
15927,581,35,0
15928,425,35,0
15929,507,35,0
15930,744,35,1
15931,266,35,0
15932,447,35,1
15933,530,35,0
15934,446,35,0
15935,645,35,0
15936,318,35,0
15937,335,35,0
15938,371,35,0
15939,715,35,1
15940,737,35,0
15941,452,35,1
15942,672,35,0
15943,490,35,0
15944,559,35,1
15945,506,35,0
15946,706,35,0
15947,344,35,1
15948,607,35,0
15949,305,35,0
15950,635,35,0
15951,580,35,0
15952,600,35,0
15953,634,35,0
15954,579,35,0
15955,360,35,1
15956,359,35,0
15957,406,35,0
15958,729,35,1
15959,393,35,0
15960,265,35,0
15961,561,35,0
15962,405,35,0
15963,755,35,0
15964,549,35,0
15965,643,35,0
15966,590,35,1
15967,558,35,0
15968,275,35,0
15969,427,35,0
15970,543,35,0
15971,537,35,0
15972,358,35,0
15973,475,35,0
15974,370,35,1
15975,304,35,0
15976,578,35,0
15977,695,35,0
15978,445,35,1
15979,736,35,1
15980,349,35,0
15981,505,35,0
15982,740,35,0
15983,396,35,0
15984,243,35,0
15985,735,35,0
15986,463,35,0
15987,384,35,0
15988,390,35,0
15989,489,35,0
15990,633,35,0
15991,596,35,0
15992,288,35,0
15993,786,35,0
15994,603,35,0
15995,692,35,0
15996,676,35,0
15997,264,35,0
15998,334,35,0
15999,424,35,0
16000,423,35,0
16001,499,35,0
16002,609,35,0
16003,764,35,0
16004,404,35,0
16005,664,35,0
16006,481,35,0
16007,488,35,0
16008,577,35,0
16009,529,35,0
16010,435,35,0
16011,660,35,0
16012,528,35,0
16013,438,35,0
16014,333,35,0
16015,606,35,0
16016,527,35,0
16017,605,35,0
16018,659,35,1
16019,632,35,0
16020,720,35,0
16021,369,35,0
16022,303,35,0
16023,512,35,0
16024,302,35,0
16025,451,35,1
16026,721,35,0
16027,263,35,0
16028,255,35,0
16029,683,35,0
16030,743,35,0
16031,576,35,0
16032,368,35,0
16033,444,35,1
16034,782,35,0
16035,242,35,0
16036,647,35,0
16037,480,35,0
16038,322,35,0
16039,652,35,0
16040,403,35,0
16041,749,35,0
16042,542,35,0
16043,312,35,0
16044,416,35,1
16045,716,35,0
16046,774,35,0
16047,546,35,1
16048,526,35,0
16049,608,35,0
16050,761,35,0
16051,433,35,0
16052,575,35,0
16053,332,35,0
16054,691,35,0
16055,311,35,0
16056,525,35,0
16057,769,35,0
16058,658,35,0
16059,415,35,0
16060,378,35,0
16061,443,35,0
16062,592,35,0
16063,602,35,0
16064,343,35,0
16065,574,35,0
16066,226,35,0
16067,573,35,0
16068,625,35,1
16069,787,35,0
16070,301,35,0
16071,708,35,0
16072,383,35,0
16073,225,35,0
16074,690,35,0
16075,287,35,0
16076,462,35,1
16077,572,35,0
16078,331,35,0
16079,461,35,0
16080,524,35,0
16081,236,35,0
16082,282,35,1
16083,238,35,0
16084,471,35,0
16085,781,35,0
16086,728,35,0
16087,689,35,0
16088,460,35,0
16089,701,35,0
16090,523,35,0
16091,541,35,1
16092,317,35,0
16093,522,35,0
16094,675,35,0
16095,439,35,1
16096,595,35,0
16097,642,35,0
16098,760,35,0
16099,700,35,0
16100,662,35,0
16101,780,35,0
16102,357,35,0
16103,281,35,0
16104,604,35,0
16105,671,35,0
16106,679,35,0
16107,459,35,0
16108,601,35,0
16109,521,35,0
16110,657,35,1
16111,479,35,0
16112,653,35,0
16113,485,35,0
16114,316,35,0
16115,520,35,0
16116,224,35,0
16117,330,35,0
16118,651,35,0
16119,631,35,0
16120,495,35,0
16121,734,35,0
16122,273,35,0
16123,638,35,0
16124,494,35,0
16125,442,35,0
16126,519,35,0
16127,667,35,0
16128,641,35,0
16129,666,35,0
16130,752,35,0
16131,771,35,0
16132,246,35,0
16133,518,35,0
16134,517,35,0
16135,223,35,0
16136,591,35,0
16137,751,35,0
16138,262,35,1
16139,540,35,0
16140,570,35,0
16141,656,35,0
16142,291,35,0
16143,516,35,1
16144,594,35,0
16145,624,35,0
16146,402,35,0
16147,784,35,0
16148,484,35,0
16149,441,35,0
16150,356,35,0
16151,569,35,0
16152,763,35,0
16153,733,35,0
16154,693,35,0
16155,286,35,0
16156,241,35,0
16157,568,35,0
16158,401,35,0
16159,738,35,0
16160,696,35,0
16161,779,35,0
16162,315,35,0
16163,714,35,0
16164,703,35,1
16165,723,35,0
16166,290,35,0
16167,515,35,0
16168,240,35,0
16169,650,35,0
16170,293,35,0
16171,553,35,0
16172,655,35,0
16173,688,35,0
16174,773,35,0
16175,748,35,0
16176,722,35,0
16177,646,35,1
16178,548,35,0
16179,454,35,0
16180,355,35,0
16181,329,35,0
16182,687,35,0
16183,788,35,0
16184,556,35,0
16185,314,35,0
16186,770,35,0
16187,391,35,1
16188,448,35,1
16189,742,35,0
16190,514,35,0
16191,342,35,1
16192,222,35,0
16193,682,35,0
16194,750,35,0
16195,567,35,0
16196,504,35,0
16197,310,35,0
16198,767,35,1
16199,232,35,0
16200,699,35,0
16201,698,35,0
16202,321,35,1
16203,778,35,1
16204,470,35,1
16205,747,35,0
16206,320,35,1
16207,674,35,0
16208,221,35,0
16209,300,35,0
16210,245,35,0
16211,309,35,0
16212,261,35,0
16213,732,35,0
16214,777,35,1
16215,754,35,0
16216,299,35,0
16217,487,35,0
16218,622,35,0
16219,400,35,0
16220,428,35,0
16221,649,35,0
16222,260,35,0
16223,547,35,0
16224,382,35,0
16225,539,35,0
16226,669,35,0
16227,776,35,0
16228,775,35,0
16229,354,35,0
16230,239,36,0
16231,536,36,0
16232,413,36,0
16233,726,36,0
16234,677,36,0
16235,513,36,0
16236,231,36,0
16237,535,36,0
16238,510,36,0
16239,259,36,0
16240,257,36,0
16241,237,36,0
16242,498,36,0
16243,289,36,0
16244,230,36,0
16245,395,36,0
16246,630,36,0
16247,235,36,0
16248,280,36,0
16249,285,36,0
16250,399,36,0
16251,486,36,0
16252,725,36,0
16253,762,36,0
16254,497,36,0
16255,772,36,0
16256,234,36,0
16257,589,36,0
16258,759,36,0
16259,753,36,0
16260,229,36,1
16261,272,36,0
16262,256,36,0
16263,389,36,0
16264,279,36,0
16265,493,36,0
16266,758,36,0
16267,707,36,0
16268,298,36,0
16269,292,36,0
16270,233,36,0
16271,284,36,0
16272,377,36,0
16273,686,36,0
16274,432,36,0
16275,308,36,0
16276,328,36,0
16277,388,36,0
16278,387,36,0
16279,325,36,0
16280,422,36,0
16281,429,36,0
16282,538,36,0
16283,496,36,0
16284,421,36,0
16285,783,36,0
16286,450,36,0
16287,252,36,0
16288,283,36,0
16289,436,36,0
16290,278,36,0
16291,367,36,1
16292,258,36,0
16293,419,36,1
16294,341,36,0
16295,353,36,0
16296,376,36,0
16297,555,36,0
16298,274,36,0
16299,412,36,0
16300,323,36,0
16301,340,36,0
16302,386,36,0
16303,339,36,0
16304,327,36,0
16305,347,36,0
16306,554,36,0
16307,324,36,0
16308,385,36,0
16309,352,36,0
16310,271,36,0
16311,254,36,0
16312,730,36,0
16313,338,36,0
16314,270,36,0
16315,397,36,0
16316,431,36,1
16317,346,36,1
16318,654,36,0
16319,297,36,0
16320,468,36,0
16321,269,36,0
16322,411,36,0
16323,458,36,0
16324,712,36,0
16325,381,36,0
16326,474,36,0
16327,473,36,0
16328,296,36,0
16329,482,36,0
16330,467,36,0
16331,295,36,0
16332,476,36,0
16333,640,36,0
16334,478,36,0
16335,410,36,0
16336,277,36,0
16337,551,36,0
16338,718,36,0
16339,534,36,0
16340,685,36,0
16341,717,36,0
16342,621,36,0
16343,398,36,0
16344,765,36,0
16345,673,36,0
16346,375,36,0
16347,418,36,0
16348,409,36,0
16349,337,36,0
16350,457,36,0
16351,620,36,0
16352,430,36,0
16353,453,36,0
16354,426,36,0
16355,365,36,0
16356,615,36,0
16357,251,36,0
16358,533,36,0
16359,307,36,0
16360,619,36,0
16361,614,36,1
16362,492,36,0
16363,364,36,0
16364,613,36,0
16365,268,36,0
16366,756,36,0
16367,593,36,1
16368,741,36,0
16369,545,36,0
16370,618,36,0
16371,564,36,0
16372,509,36,0
16373,694,36,0
16374,294,36,0
16375,670,36,0
16376,306,36,0
16377,588,36,0
16378,612,36,0
16379,563,36,0
16380,544,36,0
16381,628,36,0
16382,532,36,0
16383,678,36,0
16384,731,36,0
16385,565,36,0
16386,249,36,0
16387,363,36,1
16388,598,36,0
16389,697,36,0
16390,374,36,0
16391,705,36,0
16392,597,36,0
16393,313,36,0
16394,637,36,0
16395,587,36,0
16396,394,36,0
16397,710,36,0
16398,373,36,0
16399,586,36,0
16400,745,36,0
16401,617,36,0
16402,477,36,0
16403,503,36,0
16404,276,36,0
16405,566,36,0
16406,713,36,0
16407,785,36,0
16408,336,36,0
16409,585,36,0
16410,560,36,0
16411,636,36,0
16412,456,36,0
16413,414,36,0
16414,584,36,0
16415,465,36,0
16416,248,36,0
16417,702,36,0
16418,757,36,0
16419,253,36,0
16420,531,36,0
16421,408,36,0
16422,626,36,1
16423,472,36,0
16424,665,36,0
16425,616,36,0
16426,727,36,0
16427,550,36,0
16428,372,36,0
16429,464,36,0
16430,611,36,0
16431,434,36,0
16432,583,36,0
16433,362,36,0
16434,668,36,0
16435,483,36,0
16436,491,36,0
16437,244,36,0
16438,361,36,0
16439,709,36,0
16440,247,36,0
16441,648,36,0
16442,680,36,0
16443,704,36,0
16444,407,36,0
16445,610,36,0
16446,562,36,0
16447,455,36,0
16448,629,36,0
16449,711,36,0
16450,351,36,0
16451,500,36,0
16452,350,36,0
16453,684,36,0
16454,267,36,0
16455,508,36,0
16456,599,36,0
16457,582,36,0
16458,501,36,0
16459,581,36,0
16460,425,36,0
16461,507,36,0
16462,744,36,1
16463,266,36,0
16464,447,36,0
16465,530,36,0
16466,446,36,0
16467,645,36,0
16468,318,36,0
16469,335,36,0
16470,371,36,0
16471,715,36,0
16472,737,36,0
16473,452,36,0
16474,672,36,0
16475,490,36,0
16476,559,36,0
16477,506,36,0
16478,706,36,0
16479,344,36,1
16480,607,36,0
16481,305,36,0
16482,635,36,0
16483,580,36,0
16484,600,36,0
16485,634,36,0
16486,579,36,0
16487,360,36,0
16488,359,36,0
16489,639,36,0
16490,406,36,0
16491,729,36,1
16492,393,36,0
16493,265,36,0
16494,561,36,0
16495,405,36,0
16496,755,36,0
16497,549,36,0
16498,643,36,0
16499,590,36,0
16500,558,36,0
16501,275,36,0
16502,427,36,0
16503,543,36,0
16504,537,36,0
16505,358,36,0
16506,475,36,0
16507,370,36,0
16508,304,36,0
16509,578,36,0
16510,695,36,0
16511,445,36,0
16512,736,36,0
16513,349,36,0
16514,505,36,0
16515,740,36,0
16516,396,36,0
16517,243,36,0
16518,735,36,0
16519,463,36,0
16520,384,36,0
16521,390,36,0
16522,489,36,0
16523,633,36,0
16524,596,36,0
16525,288,36,0
16526,786,36,0
16527,603,36,0
16528,692,36,0
16529,676,36,0
16530,379,36,0
16531,264,36,0
16532,334,36,0
16533,424,36,0
16534,423,36,0
16535,499,36,0
16536,609,36,0
16537,764,36,0
16538,404,36,0
16539,664,36,0
16540,481,36,0
16541,488,36,0
16542,577,36,0
16543,529,36,0
16544,435,36,0
16545,469,36,0
16546,660,36,0
16547,528,36,0
16548,438,36,0
16549,333,36,0
16550,606,36,0
16551,527,36,0
16552,605,36,0
16553,659,36,0
16554,632,36,0
16555,720,36,0
16556,766,36,0
16557,369,36,0
16558,303,36,0
16559,512,36,0
16560,302,36,0
16561,451,36,0
16562,721,36,0
16563,263,36,0
16564,255,36,0
16565,683,36,0
16566,743,36,0
16567,576,36,0
16568,368,36,0
16569,444,36,0
16570,782,36,0
16571,242,36,0
16572,647,36,0
16573,480,36,0
16574,322,36,0
16575,652,36,0
16576,403,36,0
16577,749,36,0
16578,542,36,0
16579,312,36,0
16580,416,36,0
16581,716,36,0
16582,774,36,0
16583,546,36,0
16584,526,36,0
16585,608,36,0
16586,761,36,0
16587,433,36,0
16588,575,36,0
16589,332,36,0
16590,691,36,0
16591,311,36,1
16592,525,36,0
16593,769,36,0
16594,658,36,0
16595,415,36,0
16596,378,36,0
16597,443,36,0
16598,592,36,0
16599,602,36,0
16600,343,36,0
16601,574,36,0
16602,226,36,0
16603,573,36,0
16604,625,36,0
16605,787,36,0
16606,301,36,0
16607,708,36,0
16608,383,36,0
16609,225,36,0
16610,690,36,0
16611,287,36,0
16612,462,36,0
16613,572,36,0
16614,331,36,0
16615,461,36,0
16616,524,36,0
16617,663,36,0
16618,236,36,0
16619,282,36,0
16620,238,36,0
16621,471,36,0
16622,781,36,0
16623,728,36,0
16624,689,36,0
16625,460,36,0
16626,701,36,0
16627,523,36,0
16628,541,36,0
16629,317,36,0
16630,522,36,0
16631,675,36,0
16632,439,36,0
16633,595,36,0
16634,642,36,0
16635,760,36,0
16636,700,36,0
16637,662,36,0
16638,780,36,0
16639,357,36,0
16640,281,36,0
16641,604,36,0
16642,671,36,0
16643,679,36,0
16644,459,36,0
16645,601,36,0
16646,521,36,0
16647,724,36,1
16648,657,36,0
16649,479,36,0
16650,653,36,0
16651,485,36,1
16652,316,36,0
16653,768,36,0
16654,520,36,0
16655,224,36,0
16656,330,36,0
16657,651,36,0
16658,631,36,0
16659,495,36,0
16660,734,36,0
16661,273,36,0
16662,638,36,0
16663,494,36,0
16664,442,36,0
16665,519,36,0
16666,667,36,0
16667,641,36,0
16668,666,36,0
16669,752,36,0
16670,771,36,0
16671,246,36,0
16672,518,36,0
16673,517,36,0
16674,223,36,0
16675,591,36,0
16676,751,36,0
16677,262,36,0
16678,540,36,0
16679,570,36,0
16680,656,36,0
16681,291,36,0
16682,516,36,0
16683,594,36,0
16684,624,36,0
16685,402,36,0
16686,784,36,0
16687,484,36,0
16688,441,36,0
16689,356,36,0
16690,569,36,0
16691,763,36,0
16692,733,36,0
16693,557,36,0
16694,693,36,0
16695,286,36,0
16696,241,36,0
16697,568,36,0
16698,401,36,0
16699,738,36,0
16700,696,36,0
16701,779,36,0
16702,315,36,0
16703,714,36,0
16704,703,36,0
16705,723,36,0
16706,290,36,0
16707,515,36,0
16708,240,36,0
16709,650,36,0
16710,293,36,0
16711,553,36,0
16712,655,36,0
16713,688,36,0
16714,773,36,0
16715,748,36,0
16716,722,36,0
16717,646,36,0
16718,548,36,0
16719,454,36,0
16720,355,36,0
16721,329,36,0
16722,687,36,0
16723,788,36,0
16724,556,36,0
16725,314,36,0
16726,770,36,0
16727,391,36,0
16728,448,36,1
16729,742,36,0
16730,514,36,0
16731,342,36,1
16732,222,36,0
16733,682,36,0
16734,750,36,0
16735,567,36,0
16736,511,36,0
16737,504,36,0
16738,310,36,0
16739,767,36,0
16740,232,36,0
16741,699,36,1
16742,698,36,0
16743,321,36,1
16744,778,36,0
16745,470,36,0
16746,747,36,0
16747,320,36,1
16748,221,36,0
16749,300,36,0
16750,245,36,0
16751,309,36,0
16752,261,36,1
16753,732,36,0
16754,777,36,1
16755,754,36,0
16756,299,36,0
16757,487,36,0
16758,622,36,0
16759,400,36,0
16760,428,36,0
16761,649,36,0
16762,260,36,0
16763,547,36,0
16764,382,36,0
16765,539,36,0
16766,669,36,0
16767,776,36,0
16768,775,36,0
16769,354,36,0
16770,239,37,0
16771,536,37,0
16772,413,37,0
16773,726,37,0
16774,677,37,0
16775,231,37,0
16776,535,37,0
16777,259,37,0
16778,257,37,0
16779,237,37,0
16780,289,37,0
16781,230,37,1
16782,395,37,0
16783,630,37,0
16784,235,37,0
16785,280,37,0
16786,285,37,0
16787,399,37,0
16788,725,37,0
16789,772,37,0
16790,234,37,0
16791,589,37,0
16792,759,37,0
16793,753,37,0
16794,229,37,0
16795,256,37,0
16796,389,37,0
16797,279,37,0
16798,493,37,0
16799,758,37,0
16800,707,37,0
16801,298,37,0
16802,292,37,0
16803,233,37,0
16804,284,37,0
16805,377,37,0
16806,686,37,0
16807,432,37,1
16808,308,37,0
16809,388,37,0
16810,387,37,0
16811,429,37,0
16812,496,37,0
16813,421,37,0
16814,783,37,0
16815,450,37,1
16816,252,37,0
16817,283,37,0
16818,436,37,0
16819,278,37,0
16820,367,37,0
16821,258,37,0
16822,419,37,0
16823,353,37,0
16824,376,37,0
16825,274,37,0
16826,323,37,1
16827,386,37,0
16828,339,37,0
16829,347,37,1
16830,554,37,0
16831,324,37,0
16832,385,37,0
16833,352,37,0
16834,254,37,0
16835,730,37,0
16836,338,37,0
16837,270,37,0
16838,397,37,0
16839,431,37,1
16840,346,37,1
16841,654,37,0
16842,297,37,0
16843,468,37,0
16844,269,37,0
16845,411,37,0
16846,458,37,0
16847,712,37,0
16848,381,37,0
16849,473,37,0
16850,296,37,0
16851,482,37,0
16852,467,37,0
16853,295,37,0
16854,476,37,0
16855,640,37,0
16856,478,37,0
16857,410,37,0
16858,277,37,0
16859,551,37,0
16860,718,37,0
16861,534,37,0
16862,685,37,0
16863,717,37,0
16864,621,37,0
16865,398,37,0
16866,765,37,0
16867,673,37,0
16868,375,37,0
16869,418,37,0
16870,409,37,0
16871,337,37,0
16872,457,37,0
16873,620,37,0
16874,430,37,1
16875,453,37,1
16876,426,37,1
16877,365,37,0
16878,615,37,0
16879,251,37,0
16880,533,37,0
16881,307,37,0
16882,619,37,0
16883,614,37,0
16884,492,37,0
16885,364,37,0
16886,613,37,0
16887,268,37,0
16888,756,37,0
16889,593,37,0
16890,741,37,0
16891,545,37,0
16892,618,37,0
16893,564,37,0
16894,509,37,0
16895,694,37,0
16896,294,37,0
16897,670,37,0
16898,306,37,0
16899,588,37,0
16900,612,37,0
16901,563,37,0
16902,544,37,0
16903,628,37,0
16904,532,37,0
16905,678,37,0
16906,731,37,0
16907,565,37,0
16908,249,37,0
16909,363,37,0
16910,598,37,1
16911,697,37,0
16912,374,37,1
16913,228,37,0
16914,705,37,0
16915,597,37,0
16916,313,37,0
16917,637,37,0
16918,587,37,0
16919,394,37,0
16920,710,37,0
16921,373,37,0
16922,586,37,0
16923,745,37,1
16924,617,37,0
16925,477,37,0
16926,503,37,0
16927,276,37,0
16928,566,37,0
16929,713,37,0
16930,785,37,0
16931,336,37,0
16932,585,37,0
16933,560,37,0
16934,636,37,0
16935,456,37,0
16936,414,37,0
16937,584,37,0
16938,465,37,1
16939,248,37,1
16940,702,37,0
16941,757,37,0
16942,253,37,0
16943,227,37,0
16944,531,37,0
16945,408,37,0
16946,626,37,0
16947,472,37,0
16948,665,37,0
16949,616,37,0
16950,727,37,0
16951,550,37,0
16952,746,37,0
16953,464,37,1
16954,611,37,0
16955,434,37,0
16956,583,37,0
16957,668,37,0
16958,483,37,0
16959,491,37,0
16960,244,37,0
16961,361,37,0
16962,709,37,0
16963,247,37,0
16964,648,37,0
16965,680,37,0
16966,704,37,0
