Cell,Drug,label
ACH-000835,11609586,0
ACH-000835,11493598,0
ACH-000835,11485656,0
ACH-000835,11455910,0
ACH-000835,11404337,0
ACH-000835,11373846,0
ACH-000835,11338033,0
ACH-000835,11282283,0
ACH-000835,11178236,0
ACH-000835,104842,0
ACH-000835,10451420,0
ACH-000835,10390396,0
ACH-000835,10200390,1
ACH-000835,10196499,0
ACH-000835,10184653,0
ACH-000835,10127622,0
ACH-000835,10113978,0
ACH-000835,10109823,0
ACH-000835,10096043,0
ACH-000835,10074640,0
ACH-000835,10027278,0
ACH-000832,9967941,0
ACH-000832,9956222,0
ACH-000832,9956119,0
ACH-000832,9952773,0
ACH-000832,9943465,0
ACH-000832,9938202,0
ACH-000832,9931953,0
ACH-000832,9914412,0
ACH-000832,9911830,0
ACH-000832,9910224,0
ACH-000832,9903786,0
ACH-000832,9884685,0
ACH-000832,9874913,0
ACH-000832,9868037,0
ACH-000832,9863776,0
ACH-000832,9858940,1
ACH-000832,9826528,0
ACH-000832,9813758,0
ACH-000832,9810884,0
ACH-000832,85668777,1
ACH-000832,84691,0
ACH-000832,8249,0
ACH-000832,82146,0
ACH-000832,71271629,0
ACH-000832,704473,0
ACH-000832,6918848,0
ACH-000832,6918638,0
ACH-000832,6918454,1
ACH-000832,6918289,0
ACH-000832,6914657,0
ACH-000832,6852167,0
ACH-000832,6753378,0
ACH-000832,6710780,1
ACH-000832,66577006,0
ACH-000832,65110,0
ACH-000832,6505803,0
ACH-000832,6450816,0
ACH-000832,6450551,0
ACH-000832,6445562,1
ACH-000832,6445533,0
ACH-000832,644241,0
ACH-000832,637858,0
ACH-000832,6253,0
ACH-000832,60750,0
ACH-000832,5746,1
ACH-000832,57339144,0
ACH-000832,56965967,0
ACH-000832,56962337,0
ACH-000832,560326,0
ACH-000832,54685215,1
ACH-000832,54676905,0
ACH-000832,5460769,0
ACH-000832,5459322,1
ACH-000832,5394,0
ACH-000832,53394750,0
ACH-000832,53340664,0
ACH-000832,5330286,0
ACH-000832,53302361,0
ACH-000832,5328940,1
ACH-000832,5327091,0
ACH-000832,5311497,0
ACH-000832,5311,0
ACH-000832,5289247,0
ACH-000832,5280757,0
ACH-000832,5278396,0
ACH-000832,521106,0
ACH-000832,5208,0
ACH-000832,51371303,0
ACH-000832,5113032,0
ACH-000832,49806720,0
ACH-000832,46943432,0
ACH-000832,46931012,0
ACH-000832,46930998,0
ACH-000832,46907787,0
ACH-000832,46885626,1
ACH-000832,46883536,1
ACH-000832,46843772,0
ACH-000832,46224516,0
ACH-000832,46191454,0
ACH-000832,44819241,0
ACH-000832,448013,0
ACH-000832,447912,0
ACH-000832,446378,0
ACH-000832,44551660,0
ACH-000832,44462760,0
ACH-000832,44450571,1
ACH-000832,44224160,0
ACH-000832,44182295,1
ACH-000832,44143370,0
ACH-000832,44137675,0
ACH-000832,42642645,0
ACH-000832,42640,0
ACH-000832,4263900,0
ACH-000832,3796,0
ACH-000832,36462,0
ACH-000832,3463933,0
ACH-000832,3385,1
ACH-000832,3218,0
ACH-000832,31703,0
ACH-000832,3005532,0
ACH-000832,300471,0
ACH-000832,2733526,1
ACH-000832,2726824,1
ACH-000832,25262965,0
ACH-000832,25257557,1
ACH-000832,25222038,0
ACH-000832,25195352,0
ACH-000832,25167777,0
ACH-000832,25126798,0
ACH-000832,25124816,0
ACH-000832,25102847,0
ACH-000832,25022668,1
ACH-000832,24978538,0
ACH-000832,24951314,0
ACH-000832,24894414,0
ACH-000832,24889392,0
ACH-000832,24826799,0
ACH-000832,24785538,0
ACH-000832,24776445,1
ACH-000832,24772860,0
ACH-000832,24756910,0
ACH-000832,24180719,0
ACH-000832,2375,0
ACH-000832,23725625,1
ACH-000832,2314623,0
ACH-000832,216326,0
ACH-000832,17755052,1
ACH-000832,176167,0
ACH-000832,176158,1
ACH-000832,16747388,0
ACH-000832,16725726,0
ACH-000832,16722836,0
ACH-000832,16095342,0
ACH-000832,159324,0
ACH-000832,156422,0
ACH-000832,148124,1
ACH-000832,1401,0
ACH-000832,126941,0
ACH-000832,126565,0
ACH-000832,123631,1
ACH-000832,11977753,0
ACH-000832,11960529,1
ACH-000832,11754511,0
ACH-000832,11713159,0
ACH-000832,11707110,1
ACH-000832,11667893,0
ACH-000832,11647372,0
ACH-000832,11640390,0
ACH-000832,11634725,0
ACH-000832,11625818,0
ACH-000832,11624601,0
ACH-000832,11617559,0
ACH-000832,11609586,0
ACH-000832,11493598,0
ACH-000832,11485656,0
ACH-000832,11455910,0
ACH-000832,11433190,0
ACH-000832,11404337,0
ACH-000832,11373846,0
ACH-000832,11338033,0
ACH-000832,11327430,0
ACH-000832,11316960,0
ACH-000832,11282283,0
ACH-000832,11178236,0
ACH-000832,11152667,0
ACH-000832,104842,0
ACH-000832,10459196,0
ACH-000832,10451420,0
ACH-000832,10390396,0
ACH-000832,10384072,0
ACH-000832,10341154,1
ACH-000832,10200390,0
ACH-000832,10196499,0
ACH-000832,10184653,1
ACH-000832,10127622,1
ACH-000832,10113978,0
ACH-000832,10109823,0
ACH-000832,10096043,0
ACH-000832,10077147,0
ACH-000832,10074640,0
ACH-000832,10027278,0
ACH-000828,9956119,0
ACH-000828,9943465,0
ACH-000828,9938202,0
ACH-000828,9931953,0
ACH-000828,9914412,0
ACH-000828,9863776,0
ACH-000828,9858940,0
ACH-000828,9826528,0
ACH-000828,84691,0
ACH-000828,71271629,0
ACH-000828,6918454,0
ACH-000828,6918289,0
ACH-000828,6914657,0
ACH-000828,6710780,0
ACH-000828,65110,0
ACH-000828,6505803,0
ACH-000828,6450551,0
ACH-000828,644241,0
ACH-000828,637858,0
ACH-000828,6253,0
ACH-000828,57339144,0
ACH-000828,56962337,0
ACH-000828,54685215,0
ACH-000828,5460769,0
ACH-000828,5394,0
ACH-000828,5330286,0
ACH-000828,5328940,0
ACH-000828,5327091,0
ACH-000828,5311,0
ACH-000828,5278396,0
ACH-000828,51371303,0
ACH-000828,46930998,0
ACH-000828,46907787,0
ACH-000828,46883536,0
ACH-000828,46843772,0
ACH-000828,46224516,0
ACH-000828,44819241,0
ACH-000828,444795,0
ACH-000828,44462760,0
ACH-000828,44450571,0
ACH-000828,44182295,0
ACH-000828,300471,0
ACH-000828,2733526,0
ACH-000828,2726824,0
ACH-000828,25262965,0
ACH-000828,24978538,0
ACH-000828,24776445,0
ACH-000828,24180719,0
ACH-000828,23725625,0
ACH-000828,2314623,0
ACH-000828,216326,0
ACH-000828,17755052,0
ACH-000828,176158,0
ACH-000828,16095342,0
ACH-000828,156422,0
ACH-000828,148124,0
ACH-000828,1401,0
ACH-000828,126941,0
ACH-000828,126565,0
ACH-000828,123631,0
ACH-000828,11977753,0
ACH-000828,11960529,0
ACH-000828,11707110,0
ACH-000828,11667893,0
ACH-000828,11624601,0
ACH-000828,11609586,0
ACH-000828,11455910,0
ACH-000828,11433190,0
ACH-000828,11327430,0
ACH-000828,11316960,0
ACH-000828,11152667,0
ACH-000828,104842,0
ACH-000828,10459196,0
ACH-000828,10390396,0
ACH-000828,10384072,0
ACH-000828,10341154,0
ACH-000828,10184653,1
ACH-000828,10127622,0
ACH-000828,10077147,0
ACH-000827,9967941,0
ACH-000827,9956222,0
ACH-000827,9956119,1
ACH-000827,9952773,0
ACH-000827,9943465,0
ACH-000827,9938202,0
ACH-000827,9931953,0
ACH-000827,9914412,0
ACH-000827,9911830,0
ACH-000827,9910224,0
ACH-000827,9903786,0
ACH-000827,9884685,0
ACH-000827,9874913,0
ACH-000827,9868037,0
ACH-000827,9863776,1
ACH-000827,9858940,0
ACH-000827,9826528,0
ACH-000827,9813758,0
ACH-000827,9810884,0
ACH-000827,85668777,0
ACH-000827,84691,0
ACH-000827,8249,0
ACH-000827,82146,0
ACH-000827,71271629,0
ACH-000827,704473,0
ACH-000827,6918848,0
ACH-000827,6918638,0
ACH-000827,6918454,0
ACH-000827,6918289,0
ACH-000827,6914657,0
ACH-000827,6852167,0
ACH-000827,6753378,0
ACH-000827,6710780,0
ACH-000827,66577006,0
ACH-000827,65110,0
ACH-000827,6505803,1
ACH-000827,6450816,0
ACH-000827,6450551,0
ACH-000827,6445562,0
ACH-000827,6445533,0
ACH-000827,644241,0
ACH-000827,637858,1
ACH-000827,6253,0
ACH-000827,60750,0
ACH-000827,5746,0
ACH-000827,57339144,0
ACH-000827,56965967,0
ACH-000827,56962337,0
ACH-000827,560326,1
ACH-000827,54685215,0
ACH-000827,54676905,0
ACH-000827,5460769,0
ACH-000827,5459322,0
ACH-000827,5394,0
ACH-000827,53394750,0
ACH-000827,53340664,0
ACH-000827,5330286,0
ACH-000827,53302361,1
ACH-000827,5328940,0
ACH-000827,5327091,0
ACH-000827,5311497,0
ACH-000827,5311,0
ACH-000827,5289247,0
ACH-000827,5280757,1
ACH-000827,5278396,0
ACH-000827,521106,0
ACH-000827,5208,0
ACH-000827,51371303,1
ACH-000827,5113032,0
ACH-000827,49806720,0
ACH-000827,46943432,0
ACH-000827,46931012,0
ACH-000827,46930998,0
ACH-000827,46907787,0
ACH-000827,46885626,0
ACH-000827,46883536,0
ACH-000827,46224516,0
ACH-000827,46191454,0
ACH-000827,44819241,0
ACH-000827,448013,0
ACH-000827,447912,0
ACH-000827,446378,1
ACH-000827,44632017,0
ACH-000827,44551660,0
ACH-000827,444795,0
ACH-000827,44450571,0
ACH-000827,44224160,0
ACH-000827,44182295,0
ACH-000827,44143370,0
ACH-000827,44137675,1
ACH-000827,42642645,0
ACH-000827,42640,0
ACH-000827,4263900,0
ACH-000827,3796,0
ACH-000827,36462,0
ACH-000827,3463933,0
ACH-000827,3385,0
ACH-000827,3218,0
ACH-000827,31703,1
ACH-000827,3005532,1
ACH-000827,300471,0
ACH-000827,2733526,0
ACH-000827,2726824,0
ACH-000827,25262965,0
ACH-000827,25257557,0
ACH-000827,25222038,1
ACH-000827,25195352,0
ACH-000827,25167777,0
ACH-000827,25126798,0
ACH-000827,25124816,0
ACH-000827,25102847,0
ACH-000827,25022668,0
ACH-000827,24978538,0
ACH-000827,24951314,0
ACH-000827,24894414,0
ACH-000827,24889392,0
ACH-000827,24826799,0
ACH-000827,24785538,0
ACH-000827,24776445,0
ACH-000827,24772860,0
ACH-000827,24756910,0
ACH-000827,24180719,1
ACH-000827,2375,0
ACH-000827,23725625,0
ACH-000827,2314623,0
ACH-000827,216326,0
ACH-000827,17755052,0
ACH-000827,176167,0
ACH-000827,176158,0
ACH-000827,16747388,0
ACH-000827,16725726,0
ACH-000827,16722836,0
ACH-000827,16720766,0
ACH-000827,16095342,0
ACH-000827,159324,0
ACH-000827,156422,0
ACH-000827,148124,0
ACH-000827,1401,0
ACH-000827,126941,0
ACH-000827,126565,0
ACH-000827,123631,0
ACH-000827,11977753,0
ACH-000827,11960529,0
ACH-000827,11754511,0
ACH-000827,11713159,0
ACH-000827,11707110,1
ACH-000827,11667893,0
ACH-000827,11647372,0
ACH-000827,11640390,0
ACH-000827,11634725,0
ACH-000827,11625818,0
ACH-000827,11624601,0
ACH-000827,11617559,0
ACH-000827,11609586,0
ACH-000827,11493598,0
ACH-000827,11485656,0
ACH-000827,11455910,0
ACH-000827,11433190,1
ACH-000827,11404337,1
ACH-000827,11373846,0
ACH-000827,11338033,0
ACH-000827,11327430,0
ACH-000827,11316960,1
ACH-000827,11282283,0
ACH-000827,11178236,0
ACH-000827,11152667,0
ACH-000827,104842,0
ACH-000827,10459196,0
ACH-000827,10451420,0
ACH-000827,10390396,0
ACH-000827,10384072,0
ACH-000827,10341154,0
ACH-000827,10200390,0
ACH-000827,10196499,0
ACH-000827,10184653,0
ACH-000827,10127622,1
ACH-000827,10113978,0
ACH-000827,10109823,0
ACH-000827,10096043,1
ACH-000827,10077147,0
ACH-000827,10074640,1
ACH-000827,10027278,0
ACH-000825,9967941,0
ACH-000825,9956222,0
ACH-000825,9956119,0
ACH-000825,9952773,0
ACH-000825,9943465,0
ACH-000825,9938202,0
ACH-000825,9931953,0
ACH-000825,9911830,0
ACH-000825,9910224,0
ACH-000825,9903786,0
ACH-000825,9884685,0
ACH-000825,9874913,0
ACH-000825,9868037,0
ACH-000825,9863776,0
ACH-000825,9858940,0
ACH-000825,9813758,0
ACH-000825,9810884,0
ACH-000825,85668777,0
ACH-000825,84691,1
ACH-000825,8249,0
ACH-000825,82146,0
ACH-000825,71271629,0
ACH-000825,704473,0
ACH-000825,6918848,0
ACH-000825,6918638,0
ACH-000825,6918454,0
ACH-000825,6918289,0
ACH-000825,6914657,0
ACH-000825,6852167,0
ACH-000825,6753378,0
ACH-000825,6710780,0
ACH-000825,66577006,0
ACH-000825,65110,0
ACH-000825,6450816,0
ACH-000825,6450551,0
ACH-000825,6445562,0
ACH-000825,6445533,0
ACH-000825,644241,0
ACH-000825,637858,0
ACH-000825,6253,0
ACH-000825,60750,0
ACH-000825,5746,0
ACH-000825,57339144,0
ACH-000825,56965967,0
ACH-000825,56962337,0
ACH-000825,560326,0
ACH-000825,54685215,0
ACH-000825,54676905,0
ACH-000825,5460769,0
ACH-000825,5459322,0
ACH-000825,5394,0
ACH-000825,53394750,0
ACH-000825,53340664,0
ACH-000825,53302361,0
ACH-000825,5328940,0
ACH-000825,5327091,0
ACH-000825,5311497,0
ACH-000825,5311,0
ACH-000825,5289247,0
ACH-000825,5280757,0
ACH-000825,521106,0
ACH-000825,5208,0
ACH-000825,51371303,0
ACH-000825,5113032,0
ACH-000825,49806720,0
ACH-000825,46943432,0
ACH-000825,46931012,0
ACH-000825,46907787,0
ACH-000825,46885626,0
ACH-000825,46883536,0
ACH-000825,46224516,0
ACH-000825,46191454,0
ACH-000825,44819241,0
ACH-000825,448013,0
ACH-000825,447912,0
ACH-000825,446378,0
ACH-000825,44632017,0
ACH-000825,44551660,0
ACH-000825,444795,0
ACH-000825,44462760,0
ACH-000825,44224160,0
ACH-000825,44182295,0
ACH-000825,44143370,0
ACH-000825,44137675,0
ACH-000825,42642645,0
ACH-000825,42640,0
ACH-000825,4263900,0
ACH-000825,3796,0
ACH-000825,36462,0
ACH-000825,3463933,0
ACH-000825,3385,0
ACH-000825,3218,0
ACH-000825,31703,0
ACH-000825,3005532,0
ACH-000825,300471,0
ACH-000825,2733526,0
ACH-000825,2726824,0
ACH-000825,25257557,0
ACH-000825,25222038,0
ACH-000825,25195352,0
ACH-000825,25167777,0
ACH-000825,25126798,0
ACH-000825,25124816,0
ACH-000825,25102847,0
ACH-000825,25022668,0
ACH-000825,24951314,0
ACH-000825,24894414,0
ACH-000825,24889392,0
ACH-000825,24826799,0
ACH-000825,24785538,0
ACH-000825,24776445,0
ACH-000825,24772860,0
ACH-000825,24756910,0
ACH-000825,24180719,0
ACH-000825,2375,0
ACH-000825,23725625,0
ACH-000825,2314623,0
ACH-000825,216326,0
ACH-000825,17755052,0
ACH-000825,176167,0
ACH-000825,176158,0
ACH-000825,16747388,0
ACH-000825,16725726,0
ACH-000825,16722836,0
ACH-000825,16720766,0
ACH-000825,16095342,1
ACH-000825,159324,0
ACH-000825,148124,0
ACH-000825,126941,0
ACH-000825,126565,0
ACH-000825,123631,0
ACH-000825,11960529,0
ACH-000825,11754511,0
ACH-000825,11713159,0
ACH-000825,11707110,1
ACH-000825,11647372,0
ACH-000825,11640390,0
ACH-000825,11634725,0
ACH-000825,11625818,0
ACH-000825,11617559,0
ACH-000825,11609586,0
ACH-000825,11493598,0
ACH-000825,11485656,0
ACH-000825,11455910,0
ACH-000825,11404337,0
ACH-000825,11373846,0
ACH-000825,11338033,0
ACH-000825,11282283,0
ACH-000825,11178236,0
ACH-000825,11152667,0
ACH-000825,104842,0
ACH-000825,10451420,0
ACH-000825,10390396,0
ACH-000825,10341154,0
ACH-000825,10200390,0
ACH-000825,10196499,0
ACH-000825,10184653,0
ACH-000825,10127622,0
ACH-000825,10113978,0
ACH-000825,10109823,0
ACH-000825,10096043,0
ACH-000825,10074640,0
ACH-000825,10027278,0
ACH-000824,9967941,0
ACH-000824,9956222,0
ACH-000824,9956119,0
ACH-000824,9952773,0
ACH-000824,9943465,0
ACH-000824,9938202,0
ACH-000824,9931953,0
ACH-000824,9914412,0
ACH-000824,9911830,0
ACH-000824,9910224,0
ACH-000824,9903786,0
ACH-000824,9884685,0
ACH-000824,9874913,0
ACH-000824,9868037,0
ACH-000824,9863776,0
ACH-000824,9858940,0
ACH-000824,9826528,0
ACH-000824,9813758,0
ACH-000824,9810884,0
ACH-000824,85668777,1
ACH-000824,84691,1
ACH-000824,8249,0
ACH-000824,82146,0
ACH-000824,71271629,0
ACH-000824,704473,0
ACH-000824,6918848,0
ACH-000824,6918638,0
ACH-000824,6918454,0
ACH-000824,6914657,0
ACH-000824,6852167,0
ACH-000824,6753378,0
ACH-000824,6710780,0
ACH-000824,66577006,0
ACH-000824,65110,0
ACH-000824,6505803,0
ACH-000824,6450816,0
ACH-000824,6450551,0
ACH-000824,6445562,0
ACH-000824,6445533,0
ACH-000824,644241,0
ACH-000824,637858,0
ACH-000824,6253,0
ACH-000824,60750,1
ACH-000824,5746,1
ACH-000824,57339144,0
ACH-000824,56965967,0
ACH-000824,56962337,0
ACH-000824,560326,0
ACH-000824,54685215,0
ACH-000824,54676905,0
ACH-000824,5460769,0
ACH-000824,5459322,1
ACH-000824,5394,1
ACH-000824,53394750,0
ACH-000824,53340664,0
ACH-000824,5330286,0
ACH-000824,53302361,0
ACH-000824,5328940,0
ACH-000824,5327091,1
ACH-000824,5311497,0
ACH-000824,5311,0
ACH-000824,5289247,0
ACH-000824,5280757,0
ACH-000824,5278396,0
ACH-000824,521106,0
ACH-000824,5208,0
ACH-000824,51371303,0
ACH-000824,5113032,0
ACH-000824,49806720,0
ACH-000824,46943432,0
ACH-000824,46931012,0
ACH-000824,46930998,0
ACH-000824,46907787,0
ACH-000824,46885626,0
ACH-000824,46883536,1
ACH-000824,46224516,0
ACH-000824,46191454,0
ACH-000824,44819241,0
ACH-000824,448013,1
ACH-000824,447912,0
ACH-000824,446378,0
ACH-000824,44632017,0
ACH-000824,44551660,0
ACH-000824,444795,0
ACH-000824,44462760,0
ACH-000824,44450571,0
ACH-000824,44224160,0
ACH-000824,44182295,0
ACH-000824,44143370,0
ACH-000824,44137675,0
ACH-000824,42642645,0
ACH-000824,42640,0
ACH-000824,4263900,1
ACH-000824,3796,0
ACH-000824,36462,0
ACH-000824,3463933,0
ACH-000824,3385,0
ACH-000824,3218,0
ACH-000824,31703,1
ACH-000824,3005532,0
ACH-000824,300471,0
ACH-000824,2733526,0
ACH-000824,2726824,0
ACH-000824,25262965,0
ACH-000824,25257557,1
ACH-000824,25222038,0
ACH-000824,25195352,0
ACH-000824,25167777,0
ACH-000824,25126798,0
ACH-000824,25124816,1
ACH-000824,25102847,0
ACH-000824,25022668,1
ACH-000824,24978538,0
ACH-000824,24951314,0
ACH-000824,24894414,0
ACH-000824,24889392,0
ACH-000824,24826799,0
ACH-000824,24785538,0
ACH-000824,24776445,1
ACH-000824,24772860,0
ACH-000824,24756910,0
ACH-000824,24180719,0
ACH-000824,2375,0
ACH-000824,23725625,0
ACH-000824,2314623,0
ACH-000824,216326,0
ACH-000824,17755052,0
ACH-000824,176167,0
ACH-000824,176158,0
ACH-000824,16747388,0
ACH-000824,16725726,0
ACH-000824,16722836,0
ACH-000824,16720766,0
ACH-000824,16095342,0
ACH-000824,159324,0
ACH-000824,148124,0
ACH-000824,1401,0
ACH-000824,126941,1
ACH-000824,126565,0
ACH-000824,123631,1
ACH-000824,11977753,0
ACH-000824,11960529,1
ACH-000824,11754511,0
ACH-000824,11713159,1
ACH-000824,11707110,0
ACH-000824,11667893,0
ACH-000824,11647372,0
ACH-000824,11640390,0
ACH-000824,11634725,0
ACH-000824,11625818,0
ACH-000824,11624601,0
ACH-000824,11617559,0
ACH-000824,11609586,1
ACH-000824,11493598,0
ACH-000824,11485656,0
ACH-000824,11455910,0
ACH-000824,11433190,0
ACH-000824,11404337,1
ACH-000824,11373846,0
ACH-000824,11338033,0
ACH-000824,11327430,0
ACH-000824,11316960,0
ACH-000824,11282283,0
ACH-000824,11178236,0
ACH-000824,11152667,0
ACH-000824,104842,0
ACH-000824,10459196,1
ACH-000824,10451420,0
ACH-000824,10390396,0
ACH-000824,10384072,0
ACH-000824,10341154,0
ACH-000824,10200390,0
ACH-000824,10196499,1
ACH-000824,10184653,0
ACH-000824,10127622,0
ACH-000824,10113978,0
ACH-000824,10109823,0
ACH-000824,10096043,0
ACH-000824,10077147,0
ACH-000824,10074640,0
ACH-000824,10027278,1
ACH-000823,9967941,0
ACH-000823,9956222,0
ACH-000823,9956119,0
ACH-000823,9952773,0
ACH-000823,9943465,1
ACH-000823,9938202,0
ACH-000823,9931953,0
ACH-000823,9914412,0
ACH-000823,9911830,0
ACH-000823,9910224,0
ACH-000823,9903786,0
ACH-000823,9884685,0
ACH-000823,9874913,0
ACH-000823,9868037,0
ACH-000823,9826528,0
ACH-000823,9813758,1
ACH-000823,9810884,0
ACH-000823,84691,1
ACH-000823,8249,0
ACH-000823,82146,0
ACH-000823,71271629,0
ACH-000823,704473,0
ACH-000823,6918848,0
ACH-000823,6918638,0
ACH-000823,6918454,0
ACH-000823,6918289,0
ACH-000823,6852167,0
ACH-000823,6753378,0
ACH-000823,6710780,0
ACH-000823,66577006,0
ACH-000823,65110,0
ACH-000823,6505803,0
ACH-000823,6450816,0
ACH-000823,6450551,0
ACH-000823,6445562,1
ACH-000823,6445533,0
ACH-000823,644241,0
ACH-000823,6253,0
ACH-000823,60750,0
ACH-000823,5746,0
ACH-000823,56965967,0
ACH-000823,560326,0
ACH-000823,54685215,0
ACH-000823,54676905,0
ACH-000823,5460769,0
ACH-000823,5459322,1
ACH-000823,53394750,0
ACH-000823,53340664,0
ACH-000823,5330286,0
ACH-000823,53302361,0
ACH-000823,5328940,1
ACH-000823,5327091,0
ACH-000823,5311497,0
ACH-000823,5311,0
ACH-000823,5289247,0
ACH-000823,5280757,0
ACH-000823,5278396,0
ACH-000823,521106,0
ACH-000823,5208,0
ACH-000823,51371303,0
ACH-000823,5113032,0
ACH-000823,49806720,0
ACH-000823,46943432,0
ACH-000823,46931012,0
ACH-000823,46930998,0
ACH-000823,46907787,0
ACH-000823,46885626,0
ACH-000823,46883536,0
ACH-000823,46843772,0
ACH-000823,46224516,0
ACH-000823,46191454,0
ACH-000823,448013,0
ACH-000823,447912,0
ACH-000823,446378,0
ACH-000823,44551660,0
ACH-000823,444795,0
ACH-000823,44450571,0
ACH-000823,44224160,0
ACH-000823,44182295,0
ACH-000823,44143370,0
ACH-000823,44137675,0
ACH-000823,42642645,0
ACH-000823,42640,0
ACH-000823,4263900,0
ACH-000823,3796,1
ACH-000823,36462,0
ACH-000823,3463933,0
ACH-000823,3385,0
ACH-000823,3218,0
ACH-000823,31703,0
ACH-000823,3005532,0
ACH-000823,300471,0
ACH-000823,25262965,0
ACH-000823,25257557,0
ACH-000823,25222038,0
ACH-000823,25195352,0
ACH-000823,25167777,0
ACH-000823,25126798,0
ACH-000823,25124816,0
ACH-000823,25102847,0
ACH-000823,25022668,0
ACH-000823,24978538,0
ACH-000823,24951314,0
ACH-000823,24894414,0
ACH-000823,24889392,0
ACH-000823,24826799,0
ACH-000823,24785538,0
ACH-000823,24776445,0
ACH-000823,24772860,0
ACH-000823,24756910,0
ACH-000823,24180719,0
ACH-000823,2375,0
ACH-000823,23725625,0
ACH-000823,2314623,0
ACH-000823,216326,0
ACH-000823,17755052,0
ACH-000823,176167,0
ACH-000823,176158,0
ACH-000823,16747388,0
ACH-000823,16725726,1
ACH-000823,16722836,0
ACH-000823,16095342,0
ACH-000823,159324,0
ACH-000823,156422,0
ACH-000823,148124,0
ACH-000823,1401,0
ACH-000823,126941,0
ACH-000823,126565,0
ACH-000823,123631,1
ACH-000823,11977753,0
ACH-000823,11960529,0
ACH-000823,11754511,0
ACH-000823,11713159,0
ACH-000823,11667893,0
ACH-000823,11647372,0
ACH-000823,11640390,0
ACH-000823,11634725,0
ACH-000823,11625818,0
ACH-000823,11624601,1
ACH-000823,11617559,0
ACH-000823,11609586,0
ACH-000823,11493598,1
ACH-000823,11485656,0
ACH-000823,11455910,0
ACH-000823,11433190,0
ACH-000823,11404337,1
ACH-000823,11373846,0
ACH-000823,11338033,0
ACH-000823,11327430,0
ACH-000823,11316960,0
ACH-000823,11282283,0
ACH-000823,11178236,0
ACH-000823,11152667,0
ACH-000823,104842,0
ACH-000823,10459196,0
ACH-000823,10451420,0
ACH-000823,10384072,0
ACH-000823,10341154,0
ACH-000823,10200390,0
ACH-000823,10196499,0
ACH-000823,10184653,1
ACH-000823,10127622,0
ACH-000823,10113978,0
ACH-000823,10109823,1
ACH-000823,10096043,0
ACH-000823,10077147,0
ACH-000823,10074640,0
ACH-000823,10027278,1
ACH-000822,9967941,0
ACH-000822,9956222,0
ACH-000822,9956119,0
ACH-000822,9952773,0
ACH-000822,9943465,0
ACH-000822,9938202,0
ACH-000822,9931953,0
ACH-000822,9911830,0
ACH-000822,9910224,0
ACH-000822,9903786,0
ACH-000822,9884685,0
ACH-000822,9874913,0
ACH-000822,9868037,0
ACH-000822,9863776,1
ACH-000822,9858940,0
ACH-000822,9813758,0
ACH-000822,9810884,0
ACH-000822,85668777,0
ACH-000822,84691,0
ACH-000822,8249,0
ACH-000822,82146,0
ACH-000822,71271629,0
ACH-000822,704473,0
ACH-000822,6918848,0
ACH-000822,6918638,0
ACH-000822,6918454,0
ACH-000822,6918289,0
ACH-000822,6914657,0
ACH-000822,6852167,0
ACH-000822,6753378,0
ACH-000822,6710780,0
ACH-000822,66577006,0
ACH-000822,65110,0
ACH-000822,6450816,0
ACH-000822,6450551,0
ACH-000822,6445562,0
ACH-000822,6445533,0
ACH-000822,644241,0
ACH-000822,637858,0
ACH-000822,60750,0
ACH-000822,5746,0
ACH-000822,57339144,0
ACH-000822,56965967,0
ACH-000822,56962337,0
ACH-000822,560326,0
ACH-000822,54685215,0
ACH-000822,54676905,0
ACH-000822,5460769,0
ACH-000822,5459322,1
ACH-000822,5394,0
ACH-000822,53394750,0
ACH-000822,53340664,0
ACH-000822,53302361,0
ACH-000822,5328940,0
ACH-000822,5327091,0
ACH-000822,5311497,0
ACH-000822,5311,0
ACH-000822,5280757,0
ACH-000822,521106,0
ACH-000822,5208,0
ACH-000822,51371303,0
ACH-000822,5113032,0
ACH-000822,49806720,0
ACH-000822,46943432,0
ACH-000822,46931012,0
ACH-000822,46907787,0
ACH-000822,46885626,0
ACH-000822,46883536,1
ACH-000822,46224516,0
ACH-000822,46191454,0
ACH-000822,44819241,0
ACH-000822,448013,0
ACH-000822,447912,0
ACH-000822,446378,0
ACH-000822,44632017,0
ACH-000822,44551660,0
ACH-000822,444795,0
ACH-000822,44462760,1
ACH-000822,44224160,0
ACH-000822,44182295,1
ACH-000822,44143370,0
ACH-000822,44137675,0
ACH-000822,42642645,0
ACH-000822,42640,0
ACH-000822,4263900,0
ACH-000822,3796,0
ACH-000822,36462,0
ACH-000822,3463933,0
ACH-000822,3385,0
ACH-000822,3218,1
ACH-000822,31703,0
ACH-000822,3005532,0
ACH-000822,300471,0
ACH-000822,2733526,0
ACH-000822,2726824,0
ACH-000822,25257557,1
ACH-000822,25222038,0
ACH-000822,25195352,0
ACH-000822,25167777,0
ACH-000822,25126798,0
ACH-000822,25124816,0
ACH-000822,25102847,1
ACH-000822,25022668,0
ACH-000822,24951314,0
ACH-000822,24894414,0
ACH-000822,24889392,0
ACH-000822,24826799,0
ACH-000822,24785538,0
ACH-000822,24776445,0
ACH-000822,24772860,0
ACH-000822,24756910,0
ACH-000822,24180719,1
ACH-000822,2375,0
ACH-000822,23725625,0
ACH-000822,2314623,0
ACH-000822,216326,0
ACH-000822,17755052,0
ACH-000822,176167,0
ACH-000822,176158,0
